State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
TX,747821,A + ABUNDANT CARE HOME HEALTH LLC,1106 TRANQUIL TRAIL,SAN ANTONIO,78232,2105452627,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/3/12, 
TX,747822,BRIGHTWING HOME HEALTH,1312 GRIGSBY AVE,DALLAS,75204,2144491450,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/28/13, 
TX,747823,SURE VISIT HEALTH SERVICES LLC,12808 W AIRPORT SUITE 344,SUGAR LAND,77478,2812012121,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/27/13, 
TX,747824,A NURSES TOUCH HOME HEALTH,100 E CAMERON AVE,ROCKDALE,76567,5124462009,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/4/13, 
TX,747825,TOPHILL HOMECARE SERVICES INC,9623 EAGLE EYE LN,SUGAR LAND,77498,8329994742,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/25/13, 
TX,747826,US UNIVERSAL HEALTH CARE SERVICES LLC,2955 BANDERA STREET,GRAND PRAIRIE,75054,9727805226,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/25/13, 
TX,747827,ARCHWAY HOME HEALTH,2220 SAN JACINTO BLVD SUITE 225,DENTON,76205,8176656410,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/11/13, 
TX,747828,HEALTH AT HOME,295 PARK ROW ST,VAN,75790,9039631300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/1/13, 
TX,747829,SIGNATURE HEALTH CARE,7306 SAN CARLOS DR,ROWLETT,75089,2142999920,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/13/13, 
TX,747830,GERIZIM HEALTHCARE SERVICES LLC,6014 FOUR RIVER DRIVE,RICHMOND,77469,8325950152,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/12/13, 
TX,747831,TEXAS NURSE CARE HOME HEALTH AGENCY LLC,1313 E ALTON GLOOR BLVD STE 1-2,BROWNSVILLE,78526,9566213203,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/9/13, 
TX,747832,STEDEN HOME HEALTH SERVICES,8511 OLD BROOK DRIVE,HOUSTON,77071,7133677371,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4/16/13, 
TX,747833,EDIHUMBLE HOME HEALTHCARE INC,12430 SOUTH GARDEN STREET,HOUSTON,77071,7134294161,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/13/13, 
TX,747834,TRADITIONS HEALTH CARE,1520 E MAIN STREET,MADISONVILLE,77864,9363482707,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/31/13, 
TX,747850,HIS GRACE HOME HEALTH CARE LLC,9013 FRIENDSWOOD DRIVE,FORT WORTH,76123,8174437023,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/12/13, 
TX,747838,AMITY HOME HEALTH,9205 SUNRIDGE COURT,PEARLAND,77584,7134806730,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/3/13, 
TX,747839,AFFLUENS HOME HEALTH LLC,8417 CEDARCREST LN,FORT WORTH,76123,8173602588,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/13/13, 
TX,747840,CITICA HOME HEALTH LLC,207 E KING,KINGSVILLE,78363,3615920001,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/14/12, 
TX,747841,ON TIME HOME HEALTH SERVICES,4717 CHAUCER COURT,GRAND PRAIRIE,75052,9723522943,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/12, 
TX,747842,DIRECT HOME HEALTH SERVICES INC,4601 EGRET STREET,MESQUITE,75181,4695563700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/6/13, 
TX,747843,SANA HEALTHCARE INC,4515 PRENTICE ST SUITE 203,DALLAS,75206,2148129166,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/13, 
TX,747844,EXCEPTIONAL HOME HEALTH CARE,1330 CHURCH STREET,SULPHUR SPRINGS,75482,9038855566,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,5/20/13, 
TX,747845,MOTHER IS GOLD HOME HEALTH CARE INC,818 HONTLEY DRIVE,ARLINGTON,76001,4693372693,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/14/13, 
TX,747846,HEALING HANDS & HEARTS HOME CARE LLC,315 SOUTH MAIN AVE,FREER,78357,3613941863,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/9/13, 
TX,747847,"ST MICHAEL HEALTHCARE SERVICES, INC.",18302 FAIRVIEW VALLEY COURT,HOUSTON,77084,2815011151,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/12/13, 
TX,747848,HACIENDA HEALTH CARE LLC,2187 MILE 10 N,MERCEDES,78570,9563141331,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/16/13, 
TX,747851,NORTH TEXAS HOME HEALTH CARE INC,5501 INDEPENDENCE PKWY SUITE #211,PLANO,75023,9726124800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/29/13, 
TX,747852,DEL ALMA HOME HEALTH LLC,721 ELK DR,LAREDO,78045,9567538698,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/14/13, 
TX,747853,UPCARE HOME HEALTH LLC,14806 FLINTBRIDGE COURT,SUGAR LAND,77498,2813026519,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/4/13, 
TX,747854,"RESPONSE HEALTHCARE SERVICES, INC.",8978 DAWNRIDGE DRIVE,HOUSTON,77071,7137786025,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/21/13, 
TX,747855,"DIVINELINK HEALTHCARE GROUP, INC.",12808 WEST AIRPORT BLVD SUITE 303P,SUGAR LAND,77478,2819885967,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/6/13, 
TX,747857,RUBY HOME HEALTH CARE LLC,1700 BEL AIR DRIVE,CARROLLTON,75007,2147080420,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/12/13, 
TX,747858,GOLDEN YEARS HEALTH SERVICES INC,5702 N 3RD LANE,MCALLEN,78504,9566274090,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/12/13, 
TX,747859,HANDS OF COMPASSION HOME CARE,4090 S DANVILLE DRIVE SUITE A,ABILENE,79605,3256911093,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6/3/13, 
TX,747860,TEXAS PRIME HEALTHCARE INC,516 DYANN DRIVE,ROYSE CITY,75189,9726356666,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/4/13, 
TX,747861,HEALTHPLUS HOMECARE,944 WEST NOLANA LOOP SUITE F,PHARR,78577,9567813105,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/21/13, 
TX,747862,JAMEN HOME HEALTH SERVICES INC,7334 WOODED LAKE LN,RICHMOND,77407,2818796485,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/13, 
TX,747863,CORNERSTONE HOME HEALTH,1325 BROADWAY SUITE A-4,ROCKPORT,78382,3617272131,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/25/13, 
TX,747864,TENDER CARE INC,9550 FOREST LANE # 304,DALLAS,75243,2143412256,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/14/12, 
TX,747865,ASSURANCE HEALTH CARE SERVICES INC,8902 WESTPLACE DRIVE,HOUSTON,77071,8326141502,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/9/13, 
TX,747866,UNIDOS HEALTHCARE LLC,315 EL DORA RD,ALAMO,78516,9562831473,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/8/13, 
TX,747867,VICTORY HOME HEALTH,9950 WESTPARK DR STE 614,HOUSTON,77063,2818884253,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/18/13, 
TX,747868,SIMPLICITY HEALTHCARE SERVICES INC,3404 APPROACH LN,OAK POINT,75068,4693629373,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/13, 
TX,747869,"REFINE HOME HEALTH CARE, INC",9898 BISSONNET STREET SUITE 583,HOUSTON,77036,2812401084,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/2/13, 
TX,747870,JEKS HEALTHCARE SERVICES INC,14111 RENN ROAD,HOUSTON,77083,8323793635,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/16/13, 
TX,747871,"TEXAS MEDICAL CARE, LLC.",4539 WEDGEWOOD DRIVE,BELLAIRE,77401,2816779306,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4/24/13, 
TX,747872,ANGELS 2 YOU HOME HEALTH,7380 REMCON SUITE E,EL PASO,79912,9155810909,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/1/13, 
TX,747874,ANTHEM HEALTHCARE,400 N LOOP 1604 E #270,SAN ANTONIO,78232,2108932468,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/13/13, 
TX,747875,GUIDANCE HOME HEALTH SERVICES INC,602 WATERVIEW DRIVE,COPPELL,75019,9726723050,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/7/13, 
TX,747876,LEGACY OF LOVE HOME HEALTH,125 E MARSHALL HOWARD BLVD,LITTLEFIELD,79339,8063859329,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/5/13, 
TX,747877,SPHERE IN-HOME HEALTHCARE INC,6818 LA PUENTE DRIVE,HOUSTON,77083,2815680951,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/23/13, 
TX,747878,KAMSI HOME HEALTHCARE SERVICES INC,512 FENWICK DRIVE,SUNNYVALE,75182,9722881927,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/11/13, 
TX,747879,WINNERS WELLNESS SERVICES INC,1810 CEDARS RIDGE DR,MESQUITE,75181,4696826532,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/17/13, 
TX,747880,HERMANOS HOME HEALTH CARE LLC,11848 ORANGE GROVE,MERCEDES,78570,9565652711,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/3/13, 
TX,747881,BETHINA HOME HEALTHCARE,1234 BIRCHSTONE DR,MISSOURI CITY,77459,8328846186,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/5/13, 
TX,747882,ALTRUISTIK HOME HEALTHCARE INCORPORATED,4114 CLUB VALLEY DR,HOUSTON,77082,9363480957,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/6/13, 
TX,747884,BLESSED ASSURANCE HOMEHEALTH CARE INC,8200 WEDNESBURY LANE #319,HOUSTON,77074,7137781172,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/13, 
TX,747885,"SAYSA HEALTHCARE SERVICES, INC.",11934 HUECO TANKS DRIVE,SUGAR LAND,77498,7138768043,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/1/13, 
TX,747886,BETHANY HOME HEALTH SERVICES,3002 MOORES LANE,TEXARKANA,75503,9037932447,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/7/13, 
TX,747887,GEORGETOWN LIVING HOME HEALTH & COMPANIONS,2700 SHELL ROAD,GEORGETOWN,78628,5128430117,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6/27/13, 
TX,747888,TAMSCARE HOME HEALTH SERVICES INC,3326 CHAPELWOOD DRIVE,SUNNYVALE,75182,9722264924,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/31/13, 
TX,747889,ALABASTER CARE HOME HEALTH LLC,2612 SERENITY CT,CARROLLTON,75010,2142157321,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5/29/13, 
TX,747890,COLLINS HEALTHCARE SERVICES,888 S GREENVILLE AVE STE 205,RICHARDSON,75081,9722387115,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/18/13, 
TX,747891,P.O.R. HOME HEALTHCARE SERVICES,"10925 BEECHNUT STREET,  SUITE #B204-60",HOUSTON,77072,2819833500,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8/5/13, 
TX,747892,ARK HOME HEALTH CARE PEDIATRIC SERVICES,5751 KROGER DRIVE,KELLER,76244,8174316677,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/7/13, 
TX,747893,SENIOR SAINTS HOME CARE,3213 INTERSTATE 30 STE 411,MESQUITE,75150,2145775016,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/13, 
TX,747894,K CN HOME CARE LLC,22103 LEGENDRE RD,RICHMOND,77407,7134785621,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/27/13, 
TX,747895,"LINSY HEALTHCARE SERVICES, INC","6000 REIMS ROAD, APT. #2604",HOUSTON,77036,7134432876,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/16/13, 
TX,747896,MOTHERLYCARE HOMEHEALTH INC,1642 SKYVIEW DRIVE,IRVING,75060,9723251003,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6/12/13, 
TX,747897,VIGOR HEALTHCARE SERVICES LLC,9207 COUNTRY CREEK DRIVE SUITE 201A,HOUSTON,77036,7137155899,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/19/13, 
TX,747898,"OASIS HEALTHCARE SERVICES, INCORPORATED",111 BRIDGE CREST BLVD.,HOUSTON,77082,8322156203,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/19/13, 
TX,747899,SALVATION HOME CARE INC,1612 SUL ROSS DRIVE,ALLEN,75002,2146078025,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/9/13, 
TX,747900,NEIGHBOURS HEALTHCARE SERVICES INC,12611 LALEU LN,HOUSTON,77071,7133436262,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/13, 
TX,747901,NURSING BRIDGES HEALTHCARE INC,"8700 COMMERCE PARK DRIVE, SUITE #255",HOUSTON,77036,2818560405,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/21/13, 
TX,747902,HEALING HANDS HEALTHCARE,24919 GINGER RANCH DRIVE,KATY,77494,2813923340,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/26/13, 
TX,747903,RGA HOMECARE,2304 MIDWESTERN PARKWAY SUITE 206,WICHITA FALLS,76308,9406878850,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/12/12, 
TX,747904,CARING QUALITY HOME HEALTH SERVICES INC,10426 BLACKWALNUT DRIVE,DALLAS,75243,2143779822,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/31/13, 
TX,747905,VCA CARE SERVICES INC,6519 BRIARGATE TRAIL,MISSOURI CITY,77489,8323827064,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/13/13, 
TX,747906,NURSEMIND HOME CARE INC,3157 ROYAL JEWEL ST,EL PASO,79936,9155005657,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/13, 
TX,747907,CALLAHAN COUNTY HOME HEALTH CARE INC,106 CEDAR ST SUITE # 102,CLYDE,79510,3258935981,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,7/17/13, 
TX,747908,SINCERITY HEALTH SERVICES LLC,6683 PINO AZUL,BROWNSVILLE,78526,9563509707,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/13/13, 
TX,747909,ALICE ELITE HOME HEALTH,2510 EAST MAIN ST SUITE 110,ALICE,78332,3613964371,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,12/18/13, 
TX,747910,BETHANY HOME HEALTH SERVICES,1320 SANTE FE DR # 200,WEATHERFORD,76086,8173411436,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/16/13, 
TX,747911,HOME HEALTH CHECK LLC,14693 PALIS ROAD,LA FERIA,78559,9564408703,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/15/13, 
TX,747912,DIGNITY HOME HEALTH,9301 BREISH CT,EL PASO,79925,9155005159,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/11, 
TX,747913,UNIC HOME HEALTH CARE,4307 CISCO VALLEY DR,ROUND ROCK,78664,5122998885,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10/4/13, 
TX,747914,AGAVE HOME HEALTH LLC,508 EAST AVENUE E,ALPINE,79830,4328375907,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/7/13, 
TX,747916,AVID HOME HEALTH INC,"7901 CAMERON ROAD, BLDG 2 UNIT 315",AUSTIN,78754,5123000876,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/30/13, 
TX,747917,PREMIERE ANGEL CARE HOME HEALTH LLC,3248 HIGHWAY 44,ALICE,78332,3616619701,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,12/26/13, 
TX,747918,CARESTAT HOME CARE,13310 LEOPARD SUITE 21,CORPUS CHRISTI,78410,3612412244,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/7/12, 
TX,747919,CUIDANDO VIDAS HOME HEALTH LLC,1900 EAST 28TH STREET SUITE B,WESLACO,78596,9569687833,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/26/13, 
TX,747924,MONTE CRISTO HEALTH CARE INC,5959 GATEWAY BLVD W STE 420,EL PASO,79925,9157718100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/11/14, 
TX,747920,MI MARANATHA HOME HEALTH INC,2041 ORCHID AVE STE 105,MCALLEN,78504,9566836219,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/24/13, 
TX,747921,LONESTAR HOME HEALTH CARE,700 PAREDES AVENUE SUITE 105,BROWNSVILLE,78521,9565740950,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11/22/13, 
TX,747922,SENIORITY HOMECARE INC,234 MEYER ST STE C,SEALY,77474,2817723138,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/29/13, 
TX,747923,MEDLIFE HOME HEALTH SERVICES INC,133 LAKE CHAPALA DRIVE,LAREDO,78041,9564625974,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5/16/14, 
TX,747925,AMBE CARE HOME HEALTH LLC,3000 JOE DIMAGGIO BLVD. UNIT 94,ROUND ROCK,78664,5122556565,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/27/14, 
TX,747926,YOUR HOME HEALTH CARE,147 ELMHURST SUITE 200,KYLE,78640,5127864198,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/2/14, 
TX,747927,GUCCI HEALTH CARE SERVICES INC,111 WEST ANDERSON LANE STE. D220,AUSTIN,78752,5125678276,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/10/14, 
TX,747928,CAPITOL HOME HEALTH,8122 DATAPOINT DR. STE. 816,SAN ANTONIO,78229,5124676900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/23/14, 
TX,747929,KINGS MANOR HOME HEALTH,426 N MAIN SUITE E,HEREFORD,79045,8063636085,Religious Affiliations,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4/11/14, 
TX,747930,SINCERE HEALTH CARE LLC,300 N ALTON BLVD SUITE 3,ALTON,78573,9565833301,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/9/14, 
TX,747931,HALCYON HOME LLC,8133 MESA DR STE 200,AUSTIN,78759,5128159009,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/30/14, 
TX,453138,GARDENDALE HOME HEALTH,10300 NORTH CENTRAL EXPRESSWAY SUITE 548,DALLAS,75231,2143682442,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/23/04, 
TX,453137,THHHCI TENDER HANDS HOME HEALTH CARE INC,"5840 W I 20 , STE 235",ARLINGTON,76017,8174789908,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/13/04, 
TX,453136,PARA NINOS DEL VALLE PEDIATRIC HOME HEALTH PLLC,1213 E ALTON GLOOR BLVD SUITE D,BROWNSVILLE,78526,9565429130,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8/11/04, 
TX,453148,HEALING HEARTS HOME HEALTH AGENCY OF ATASCOCITA,6040 UPSHAW DR #102,HUMBLE,77396,2813601331,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8/19/04, 
TX,453135,S. A. NURSES HOME HEALTH AGENCY LLC,601 E ASHBY PLACE,SAN ANTONIO,78212,2107982199,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/4/04, 
TX,453134,UNITED COMFORT HEALTHCARE INCORPORATED,5312 FREESTONE DRIVE,GRAND PRAIRIE,75052,9722060448,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/04, 
TX,453133,BANNER HEALTHCARE SERVICES INC,10590 WESTOFFICE DRIVE SUITE 201,HOUSTON,77042,7132729355,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/4/04, 
TX,453132,STATES HEALTH INC,6666 HARWIN DRIVE SUITE 540,HOUSTON,77036,7135326800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/30/04, 
TX,453131,NEW ERA HOME HEALTHCARE SERVICES INC,9221 LBJ FREEWAY SUITE 107,DALLAS,75243,9722350009,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7/27/04, 
TX,453130,COLONIAL HOME HEALTH,11970 WILCREST DRIVE STE 103,HOUSTON,77031,2819886500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/04, 
TX,453128,GARLAND HOME HEALTHCARE AGENCY INC,3302 BLUE RIDGE LANE,GARLAND,75042,2148769669,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/26/04, 
TX,453151,RED RIVER HOMECARE LLC,6345 LAMAR ROAD,RENO,75462,9037399483,Proprietary,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,8/30/04, 
TX,453127,PROMED HOME HEALTH CARE LLC,"1106 NORTH HIGHWAY 360, SUITE #307",GRAND PRAIRIE,75050,9726020028,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/2/04, 
TX,453126,MEDICAL CASE MANAGEMENT HOME HEALTH SERVICES,1475 HERITAGE PARKWAY SUITE #129,MANSFIELD,76063,8172939988,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/04, 
TX,453125,PROGRESSIVE HOME HEALTH AGENCY,1766 FM 967 SUITE B,BUDA,78610,5123125222,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/24/04, 
TX,453123,HARRIET HOME HEALTH CARE INC,1201 N WATSON ROAD SUITE 278,ARLINGTON,76006,8173750711,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/04, 
TX,453122,STANDARDS HOME HEALTH,115 N CENTRAL,CAMERON,76520,2546972224,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/04, 
TX,453121,SANTA FE HEALTH CARE INC,119 WEST RAILROAD AVENUE,BENAVIDES,78341,3612563980,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/16/04, 
TX,453120,VEMAX HEALTHCARE SERVICES INC,10715 VALLEYHILLS DRIVE,HOUSTON,77071,7137510016,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/12/04, 
TX,453119,MEDWAY HOME HEALTHCARE,1501 S BRIDGE STREET,BRADY,76825,3255973107,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7/20/04, 
TX,453118,MED GLOBAL HOME HEALTH CARE INC,18601 LYNDON B JOHNSON FWY # 330,MESQUITE,75150,9722223870,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/19/04, 
TX,453117,ALLIED HOME HEALTH AGENCY,9330 AMBERTON PKWY SUITE  2255,DALLAS,75243,2142212400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/20/04, 
TX,453114,TLC HOMECARE,15110 MINTZ LANE,HOUSTON,77014,2815910915,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/29/04, 
TX,453113,E N TENDER CARE HOME HEALTH INC,13663 JUPITER ROAD SUITE 404,DALLAS,75238,2149126407,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/19/04, 
TX,453112,DOVE HOME CARE LLC,1919 S SHILOH ROAD SUITE 610 LB 17,GARLAND,75042,9728640473,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/7/04, 
TX,453111,GOOD HANDS HOME HEALTH,6161 SAVOY DRIVE SUITE 102,HOUSTON,77036,7137831888,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/23/04, 
TX,453110,ALTIMA HEALTHCARE SERVICES INC,11115 MILLS RD #108,CYPRESS,77429,2818970404,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/18/04, 
TX,453109,RAPHACARE SERVICES INC,9319 LBJ FREEWAY AT ABRAMS STE 115,DALLAS,75243,2145754446,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/28/04, 
TX,453108,CARINOSA HEALTHCARE INC,4603 N JACKSON STE B-2,MCALLEN,78504,9566649667,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/8/04, 
TX,453107,"COASTAL HOME HEALTH CARE, INC.",10715 GULFDALE DR SUITE 240,SAN ANTONIO,78216,2103488281,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6/22/04, 
TX,453106,METRO CARE SERVICES,2550 GRAY FALLS DRIVE SUITE 142,HOUSTON,77077,8323281818,Other,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6/10/04, 
TX,453150,CHARLIN HEALTHCARE SERVICES INC,400 CHISHOLM PLACE SUITE 400,PLANO,75075,9724243200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/30/04, 
TX,453104,ST JOSEPHS HOME HEALTH INC,30 VILLAGE CIRCLE,MIDLAND,79701,4326845858,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/9/04, 
