"hospital","year","variable","value"
"t he medical center at albany",2016,"avg_length_of_stay",4.5
"t he ridge behavioral health system",2016,"avg_length_of_stay",7.9
"t hree rivers medical center",2016,"avg_length_of_stay",3.6
"t ug valley arh regional medical",2016,"avg_length_of_stay",3.2
"ukhealthcare good sam aritan hospital",2016,"avg_length_of_stay",5.6
"university of kentuck y hospital",2016,"avg_length_of_stay",7.3
"w estern state hospital",2016,"avg_length_of_stay",21.3
"w hitesburg arh hospital",2016,"avg_length_of_stay",3.9
"baptist hospital east",2000,"occupancy_pct",92.3
"baptist regional medical center",2000,"occupancy_pct",58
"berea hospital",2000,"occupancy_pct",37.4
"bourbon community hospital",2000,"occupancy_pct",29.4
"breckinridge memorial hospital",2000,"occupancy_pct",32.6
"caldwell county hospital inc",2000,"occupancy_pct",17.8
"caritas medical center",2000,"occupancy_pct",46.6
"caritas peace center",2000,"occupancy_pct",39.2
"carroll county hospital",2000,"occupancy_pct",13.1
"casey county hospital",2000,"occupancy_pct",18.8
"caverna memorial hospital",2000,"occupancy_pct",19.8
"central baptist hospital",2000,"occupancy_pct",65.9
"central state hospital",2000,"occupancy_pct",79
"clark regional medical center",2000,"occupancy_pct",29.5
"clinton county hospital inc",2000,"occupancy_pct",48.2
"crittenden county hospital",2000,"occupancy_pct",37.9
"cumberland county hospital",2000,"occupancy_pct",54.5
"eastern state hospital",2000,"occupancy_pct",36.2
"ephraim mcdowell reg medical ctr",2000,"occupancy_pct",68.4
"fhc cumberland hall",2000,"occupancy_pct",66.5
"flaget memorial hospital",2000,"occupancy_pct",48.8
"fleming county hospital",2000,"occupancy_pct",26.2
"fort logan hospital",2000,"occupancy_pct",26
"frankfort regional medical center",2000,"occupancy_pct",33.8
"garrard county memorial hospital",2000,"occupancy_pct",27.8
"georgetown community hospital",2000,"occupancy_pct",15.1
"greenview regional medical center",2000,"occupancy_pct",23.5
"hardin memorial hospital",2000,"occupancy_pct",55.1
"harlan arh hospital",2000,"occupancy_pct",46.2
"harrison memorial hospital",2000,"occupancy_pct",26.9
"hazard arh regional medical center",2000,"occupancy_pct",67.6
"highlands regional medical ctr",2000,"occupancy_pct",34.6
"jackson purchase medical center",2000,"occupancy_pct",44.5
"jane todd crawford memorial hosp",2000,"occupancy_pct",53.8
"jenkins community hospital",2000,"occupancy_pct",6
"jennie stuart medical center inc",2000,"occupancy_pct",37.5
"jewish hospital",2000,"occupancy_pct",79.3
"jewish hospital shelbyville",2000,"occupancy_pct",57.7
"kentucky correctional psychiatric",2000,"occupancy_pct",93.3
"kentucky river medical ctr",2000,"occupancy_pct",56.4
"kings daughters medical ctr",2000,"occupancy_pct",66.8
"knox county hospital",2000,"occupancy_pct",44.7
"lake cumberland regional hospital",2000,"occupancy_pct",67.1
"lincoln trail behavioral health",2000,"occupancy_pct",52.7
"livingston hosp and healthcare svcs",2000,"occupancy_pct",42.4
"logan memorial hospital",2000,"occupancy_pct",15.3
"lourdes hospital",2000,"occupancy_pct",33.3
"marcum and wallace memorial hosp",2000,"occupancy_pct",16.7
"marshall county hospital",2000,"occupancy_pct",22.1
"mary breckinridge hospital",2000,"occupancy_pct",74.9
"mary chiles hospital",2000,"occupancy_pct",32
"marymount hospital",2000,"occupancy_pct",69
"mcdowell arh hospital",2000,"occupancy_pct",22.6
"meadowview regional medical",2000,"occupancy_pct",30
"memorial hospital inc",2000,"occupancy_pct",57.2
"methodist hospital",2000,"occupancy_pct",53.1
"methodist hospital union county",2000,"occupancy_pct",15.3
"middlesboro arh hospital",2000,"occupancy_pct",47.2
"monroe county medical center",2000,"occupancy_pct",51.7
"morgan county arh hospital",2000,"occupancy_pct",36
"muhlenberg community hospital",2000,"occupancy_pct",34
"murray calloway county hospital",2000,"occupancy_pct",50.9
"nicholas county hospital",2000,"occupancy_pct",52.3
"northkey community care-intensive",2000,"occupancy_pct",32.6
"norton audubon hospital",2000,"occupancy_pct",35.2
"norton hsp/kosair chdrn hsp/norton",2000,"occupancy_pct",44.7
"norton southwest hospital",2000,"occupancy_pct",29.9
"norton spring view hospital",2000,"occupancy_pct",28.7
"norton suburban hospital",2000,"occupancy_pct",53.9
"ohio county hospital",2000,"occupancy_pct",30.4
"our lady of bellefonte hospital",2000,"occupancy_pct",49.6
"our lady of the way hospital",2000,"occupancy_pct",40.6
"owen county memorial hospital",2000,"occupancy_pct",25.1
"owensboro mercy health system",2000,"occupancy_pct",40.7
"parkway regional hospital",2000,"occupancy_pct",27.8
"pattie a clay hospital",2000,"occupancy_pct",47.4
"paul b hall regional medical center",2000,"occupancy_pct",49.3
"pikeville methodist hospital",2000,"occupancy_pct",46.5
"pineville community hospital",2000,"occupancy_pct",48.5
"regional medical ctr of hopkins co",2000,"occupancy_pct",36.2
"ridge behavioral health system",2000,"occupancy_pct",42.8
"rivendell behavioral health",2000,"occupancy_pct",94.4
"river valley behavioral health",2000,"occupancy_pct",81.5
"rockcastle hospital",2000,"occupancy_pct",37.1
"russell county hospital",2000,"occupancy_pct",25.3
"saint joseph east",2000,"occupancy_pct",22.7
"samaritan hospital",2000,"occupancy_pct",17.9
"shriners hosp for children",2000,"occupancy_pct",32.6
"st claire medical center",2000,"occupancy_pct",38
"st elizabeth med ctr-grant co",2000,"occupancy_pct",12.5
"st elizabeth medical center north",2000,"occupancy_pct",13.6
"st elizabeth medical center south",2000,"occupancy_pct",58.2
"st joseph hospital",2000,"occupancy_pct",52.9
"st luke hospital east",2000,"occupancy_pct",36.9
"st luke hospital west",2000,"occupancy_pct",60.8
"t j samson community hospital",2000,"occupancy_pct",43
"taylor county hospital",2000,"occupancy_pct",49.5
"ten broeck dupont *",2000,"occupancy_pct",31.4
"ten broeck hospital",2000,"occupancy_pct",93.3
"the james b haggin memorial",2000,"occupancy_pct",53.9
"the medical center at bowling",2000,"occupancy_pct",50.6
"the medical center at franklin",2000,"occupancy_pct",13.9
"the medical center at scottsville",2000,"occupancy_pct",17.5
"three rivers medical center",2000,"occupancy_pct",43.2
"tri-county baptist hospital",2000,"occupancy_pct",42.9
"trigg county hospital inc",2000,"occupancy_pct",15.5
"twin lakes regional medical ctr",2000,"occupancy_pct",32.3
"university of ky hospital",2000,"occupancy_pct",71.6
"university of louisville hospital",2000,"occupancy_pct",57.9
"vencor hospital-louisville",2000,"occupancy_pct",23.6
"wayne county hospital inc",2000,"occupancy_pct",25.7
"western baptist hospital",2000,"occupancy_pct",49.4
"western state hospital",2000,"occupancy_pct",23.7
"westlake regional hospital",2000,"occupancy_pct",50.1
"whitesburg arh hospital",2000,"occupancy_pct",51.7
"williamson arh hospital",2000,"occupancy_pct",54.5
"baptist hospital east",2001,"occupancy_pct",88.6
"baptist regional medical center",2001,"occupancy_pct",56.6
"berea hospital",2001,"occupancy_pct",42
"bluegrass community hospital",2001,"occupancy_pct",19.4
"bourbon community hospital",2001,"occupancy_pct",30.5
"breckinridge memorial hospital",2001,"occupancy_pct",37.2
"caldwell county hospital inc",2001,"occupancy_pct",19.9
"caritas medical center",2001,"occupancy_pct",50.7
"caritas peace center",2001,"occupancy_pct",38.7
"carroll county hospital",2001,"occupancy_pct",41.7
"casey county hospital",2001,"occupancy_pct",29.4
"caverna memorial hospital",2001,"occupancy_pct",18.1
"central baptist hospital",2001,"occupancy_pct",66.2
"central state hospital",2001,"occupancy_pct",62
"clark regional medical center",2001,"occupancy_pct",31.9
"clinton county hospital inc",2001,"occupancy_pct",56.4
"crittenden county hospital",2001,"occupancy_pct",36.7
"cumberland county hospital",2001,"occupancy_pct",48.9
"eastern state hospital",2001,"occupancy_pct",27.1
"ephraim mcdowell reg medical ctr",2001,"occupancy_pct",75.7
"fhc cumberland hall",2001,"occupancy_pct",76.1
"flaget memorial hospital",2001,"occupancy_pct",46.6
"fleming county hospital",2001,"occupancy_pct",26.9
"fort logan hospital",2001,"occupancy_pct",24.7
"frankfort regional medical center",2001,"occupancy_pct",34.2
"garrard county memorial hospital",2001,"occupancy_pct",25.2
"georgetown community hospital",2001,"occupancy_pct",27.2
"greenview regional hospital",2001,"occupancy_pct",22.6
"hardin memorial hospital",2001,"occupancy_pct",56.9
"harlan arh hospital",2001,"occupancy_pct",48
"harrison memorial hospital",2001,"occupancy_pct",31.5
"hazard arh regional medical center",2001,"occupancy_pct",68.1
"healthsouth rehab hospital of centr",2001,"occupancy_pct",81.5
"highlands regional medical ctr",2001,"occupancy_pct",38.5
"jackson purchase medical center",2001,"occupancy_pct",48
"jane todd crawford memorial hosp",2001,"occupancy_pct",50.6
"jenkins community hospital",2001,"occupancy_pct",7.6
"jennie stuart medical center inc",2001,"occupancy_pct",35.3
"jewish hospital",2001,"occupancy_pct",78.3
"jewish hospital shelbyville",2001,"occupancy_pct",54.7
"kentucky correctional psychiatric c",2001,"occupancy_pct",93
"kentucky river medical ctr",2001,"occupancy_pct",62.3
"kindred hospital - louisville",2001,"occupancy_pct",25.9
"kings daughters medical ctr",2001,"occupancy_pct",65.8
"knox county hospital",2001,"occupancy_pct",62.5
"lake cumberland regional hospital",2001,"occupancy_pct",69.8
"lincoln trail behavioral health syst",2001,"occupancy_pct",87.6
"livingston hosp and healthcare svcs",2001,"occupancy_pct",43
"logan memorial hospital",2001,"occupancy_pct",16.8
"lourdes hospital",2001,"occupancy_pct",36.3
"marcum and wallace memorial hosp",2001,"occupancy_pct",23.2
"marshall county hospital",2001,"occupancy_pct",21.9
"mary breckinridge hospital",2001,"occupancy_pct",34.8
"mary chiles hospital",2001,"occupancy_pct",29.8
"marymount hospital",2001,"occupancy_pct",65.3
"mcdowell arh hospital",2001,"occupancy_pct",20.8
"meadowview regional medical cente",2001,"occupancy_pct",28.3
"memorial hospital inc",2001,"occupancy_pct",53.5
"methodist hospital",2001,"occupancy_pct",55.5
"methodist hospital union county",2001,"occupancy_pct",26.7
"middlesboro arh hospital",2001,"occupancy_pct",46.7
"monroe county medical center",2001,"occupancy_pct",61.1
"morgan county arh hospital",2001,"occupancy_pct",31.6
"muhlenberg community hospital",2001,"occupancy_pct",35.1
"murray calloway county hospital",2001,"occupancy_pct",66.7
"new horizons health systems inc",2001,"occupancy_pct",6.9
"nicholas county hospital",2001,"occupancy_pct",38.9
"northkey community care-intensive s",2001,"occupancy_pct",33.3
"norton audubon hospital",2001,"occupancy_pct",37
"norton hsp/kosair chdrn hsp/norton",2001,"occupancy_pct",43.5
"norton southwest hospital",2001,"occupancy_pct",33.9
"norton spring view hospital",2001,"occupancy_pct",26.9
"norton suburban hospital",2001,"occupancy_pct",57.9
"ohio county hospital",2001,"occupancy_pct",23.3
"our lady of bellefonte hospital",2001,"occupancy_pct",56.2
"our lady of the way hospital",2001,"occupancy_pct",77.8
"owensboro mercy health system",2001,"occupancy_pct",49.4
"parkway regional hospital",2001,"occupancy_pct",26.4
"pattie a clay hospital",2001,"occupancy_pct",41.9
"paul b hall regional medical center",2001,"occupancy_pct",50.1
"pikeville methodist hospital",2001,"occupancy_pct",50.8
"pineville community hospital",2001,"occupancy_pct",44.8
"regional medical ctr of hopkins co",2001,"occupancy_pct",29.6
"ridge behavioral health system",2001,"occupancy_pct",50.2
"rivendell behavioral health service",2001,"occupancy_pct",90.5
"river valley behavioral health",2001,"occupancy_pct",62.3
"rockcastle hospital",2001,"occupancy_pct",40.1
"russell county hospital",2001,"occupancy_pct",60.1
"saint joseph east",2001,"occupancy_pct",29
"samaritan hospital",2001,"occupancy_pct",28.9
"shriners hosp for children",2001,"occupancy_pct",29.8
"st claire medical center",2001,"occupancy_pct",41.3
"st elizabeth med ctr-grant co",2001,"occupancy_pct",26
"st elizabeth medical center north",2001,"occupancy_pct",14.5
"st elizabeth medical center south",2001,"occupancy_pct",64.2
"st joseph hospital",2001,"occupancy_pct",59.1
"st luke hospital east",2001,"occupancy_pct",33.3
"st luke hospital west",2001,"occupancy_pct",61.8
"t j samson community hospital",2001,"occupancy_pct",46.9
"taylor county hospital",2001,"occupancy_pct",46
"ten broeck dupont",2001,"occupancy_pct",90.6
"ten broeck hospital",2001,"occupancy_pct",89.1
"the james b haggin memorial hospital",2001,"occupancy_pct",50.3
"the medical center at bowling green",2001,"occupancy_pct",55.7
"the medical center at franklin",2001,"occupancy_pct",20.4
"the medical center at scottsville",2001,"occupancy_pct",15.9
"three rivers medical center",2001,"occupancy_pct",48.5
"tri-county baptist hospital",2001,"occupancy_pct",37.2
"trigg county hospital inc",2001,"occupancy_pct",21.7
"twin lakes regional medical ctr",2001,"occupancy_pct",35.7
"university of ky hospital",2001,"occupancy_pct",68
"university of louisville hospital",2001,"occupancy_pct",58.6
"wayne county hospital inc",2001,"occupancy_pct",22.2
"western baptist hospital",2001,"occupancy_pct",54.6
"western state hospital",2001,"occupancy_pct",25.3
"westlake regional hospital",2001,"occupancy_pct",50.5
"whitesburg arh hospital",2001,"occupancy_pct",54.2
"williamson arh hospital",2001,"occupancy_pct",47
"baptist hospital east",2002,"occupancy_pct",79
"baptist hospital northeast",2002,"occupancy_pct",32.5
"baptist regional medical center",2002,"occupancy_pct",62.2
"berea hospital",2002,"occupancy_pct",38.2
"bluegrass community hospital",2002,"occupancy_pct",22.4
"bourbon community hospital",2002,"occupancy_pct",30.1
"breckinridge memorial hospital",2002,"occupancy_pct",39.8
"caldwell county hospital inc",2002,"occupancy_pct",18.6
"caritas medical center",2002,"occupancy_pct",54.7
"caritas peace center",2002,"occupancy_pct",44.8
"carroll county hospital",2002,"occupancy_pct",37.1
"casey county hospital",2002,"occupancy_pct",27.4
"caverna memorial hospital",2002,"occupancy_pct",21.4
"central baptist hospital",2002,"occupancy_pct",68.5
"central state hospital",2002,"occupancy_pct",57
"clark regional medical center",2002,"occupancy_pct",31
"clinton county hospital inc",2002,"occupancy_pct",61.5
"crittenden county hospital",2002,"occupancy_pct",33.4
"cumberland county hospital",2002,"occupancy_pct",53.5
"eastern state hospital",2002,"occupancy_pct",32.2
"ephraim mcdowell reg medical ctr",2002,"occupancy_pct",71.1
"fhc cumberland hall",2002,"occupancy_pct",86.4
"flaget memorial hospital",2002,"occupancy_pct",48.5
"fleming county hospital",2002,"occupancy_pct",28.5
"fort logan hospital",2002,"occupancy_pct",21.7
"frankfort regional medical center",2002,"occupancy_pct",37.5
"garrard county memorial hospital",2002,"occupancy_pct",29.9
"georgetown community hospital",2002,"occupancy_pct",24.8
"greenview regional hospital",2002,"occupancy_pct",21.9
"hardin memorial hospital",2002,"occupancy_pct",56.4
"harlan arh hospital",2002,"occupancy_pct",41.1
"harrison memorial hospital",2002,"occupancy_pct",31
"hazard arh regional medical center",2002,"occupancy_pct",85.3
"highlands regional medical ctr",2002,"occupancy_pct",40.2
"jackson purchase medical center",2002,"occupancy_pct",47.5
"jane todd crawford memorial hosp",2002,"occupancy_pct",44.4
"jenkins community hospital",2002,"occupancy_pct",11.3
"jennie stuart medical center inc",2002,"occupancy_pct",37.5
"jewish hospital",2002,"occupancy_pct",84
"jewish hospital shelbyville",2002,"occupancy_pct",51.7
"kentucky correctional psychiatric",2002,"occupancy_pct",76.3
"kentucky river medical ctr",2002,"occupancy_pct",65.8
"kindred hospital - louisville",2002,"occupancy_pct",24.4
"kings daughters medical ctr",2002,"occupancy_pct",67.3
"knox county hospital",2002,"occupancy_pct",51.3
"lake cumberland regional hospital",2002,"occupancy_pct",88.3
"lincoln trail behavioral health",2002,"occupancy_pct",76.4
"livingston hosp and healthcare svcs",2002,"occupancy_pct",47
"logan memorial hospital",2002,"occupancy_pct",18.7
"lourdes hospital",2002,"occupancy_pct",38.9
"marcum and wallace memorial hosp",2002,"occupancy_pct",22.8
"marshall county hospital",2002,"occupancy_pct",21.8
"mary breckinridge hospital",2002,"occupancy_pct",30.3
"mary chiles hospital",2002,"occupancy_pct",29.8
"marymount hospital",2002,"occupancy_pct",58.7
"mcdowell arh hospital",2002,"occupancy_pct",22.7
"meadowview regional medical center",2002,"occupancy_pct",28.4
"memorial hospital inc",2002,"occupancy_pct",57.8
"methodist hospital",2002,"occupancy_pct",53.2
"methodist hospital union county",2002,"occupancy_pct",28.5
"middlesboro arh hospital",2002,"occupancy_pct",46.5
"monroe county medical center",2002,"occupancy_pct",57.2
"morgan county arh hospital",2002,"occupancy_pct",30.5
"muhlenberg community hospital",2002,"occupancy_pct",35.6
"murray calloway county hospital",2002,"occupancy_pct",53.8
"new horizons health systems inc",2002,"occupancy_pct",17.1
"nicholas county hospital",2002,"occupancy_pct",41.6
"northkey community care-intensive",2002,"occupancy_pct",34.4
"norton audubon hospital",2002,"occupancy_pct",39.3
"norton hsp/kosair chdrn hsp/norton",2002,"occupancy_pct",42.9
"norton southwest hospital",2002,"occupancy_pct",36.8
"norton spring view hospital",2002,"occupancy_pct",27
"norton suburban hospital",2002,"occupancy_pct",53.6
"ohio county hospital",2002,"occupancy_pct",24.8
"our lady of bellefonte hospital",2002,"occupancy_pct",55.1
"our lady of the way hospital",2002,"occupancy_pct",67.3
"owensboro mercy health system",2002,"occupancy_pct",51.2
"parkway regional hospital",2002,"occupancy_pct",38
"pattie a clay hospital",2002,"occupancy_pct",41.9
"paul b hall regional medical center",2002,"occupancy_pct",55
"pikeville methodist hospital",2002,"occupancy_pct",49.9
"pineville community hospital",2002,"occupancy_pct",45.2
"regional medical ctr of hopkins co",2002,"occupancy_pct",39.2
"ridge behavioral health system",2002,"occupancy_pct",51.5
"rivendell behavioral health services",2002,"occupancy_pct",92.6
"river valley behavioral health",2002,"occupancy_pct",48.5
"rockcastle hospital",2002,"occupancy_pct",42.5
"russell county hospital",2002,"occupancy_pct",33.1
"saint joseph east",2002,"occupancy_pct",28.8
"saint joseph hospital",2002,"occupancy_pct",58.1
"samaritan hospital",2002,"occupancy_pct",27.7
"shriners hosp for children",2002,"occupancy_pct",28.1
"st claire medical center",2002,"occupancy_pct",43.1
"st elizabeth med ctr-grant co",2002,"occupancy_pct",29.3
"st elizabeth medical center north",2002,"occupancy_pct",15.9
"st elizabeth medical center south",2002,"occupancy_pct",66.3
"st luke hospital east",2002,"occupancy_pct",34
"st luke hospital west",2002,"occupancy_pct",63.3
"t j samson community hospital",2002,"occupancy_pct",46.5
"taylor county hospital",2002,"occupancy_pct",48.4
"ten broeck dupont",2002,"occupancy_pct",96.1
"ten broeck hospital",2002,"occupancy_pct",88.7
"the james b haggin memorial hospital",2002,"occupancy_pct",46.9
"the medical center at bowling green",2002,"occupancy_pct",57.9
"the medical center at franklin",2002,"occupancy_pct",29.9
"the medical center at scottsville",2002,"occupancy_pct",15.7
"three rivers medical center",2002,"occupancy_pct",51.8
"trigg county hospital inc",2002,"occupancy_pct",19
"twin lakes regional medical ctr",2002,"occupancy_pct",37.6
"university of ky hospital",2002,"occupancy_pct",66.4
"university of louisville hospital",2002,"occupancy_pct",60.6
"wayne county hospital inc",2002,"occupancy_pct",32.4
"western baptist hospital",2002,"occupancy_pct",49.6
"western state hospital",2002,"occupancy_pct",22.6
"westlake regional hospital",2002,"occupancy_pct",33.4
"whitesburg arh hospital",2002,"occupancy_pct",54.3
"williamson arh hospital",2002,"occupancy_pct",49.6
"baptist hospital east",2003,"occupancy_pct",77.1
"baptist hospital northeast",2003,"occupancy_pct",38.1
"baptist regional medical center",2003,"occupancy_pct",57.1
"berea hospital",2003,"occupancy_pct",42.3
"bluegrass community hospital",2003,"occupancy_pct",25.4
"bourbon community hospital",2003,"occupancy_pct",30.5
"breckinridge memorial hospital",2003,"occupancy_pct",62.5
"caldwell county hospital inc",2003,"occupancy_pct",17.6
"caritas medical center",2003,"occupancy_pct",46.9
"caritas peace center",2003,"occupancy_pct",41.4
"carroll county hospital",2003,"occupancy_pct",39
"casey county hospital",2003,"occupancy_pct",33.6
"caverna memorial hospital",2003,"occupancy_pct",20.5
"central baptist hospital",2003,"occupancy_pct",65.9
"central state hospital",2003,"occupancy_pct",50.5
"clark regional medical center",2003,"occupancy_pct",31.1
"clinton county hospital inc",2003,"occupancy_pct",68.9
"crittenden county hospital",2003,"occupancy_pct",30.2
"cumberland county hospital",2003,"occupancy_pct",68.6
"eastern state hospital",2003,"occupancy_pct",42.8
"ephraim mcdowell reg medical ctr",2003,"occupancy_pct",62.3
"fhc cumberland hall",2003,"occupancy_pct",87.2
"flaget memorial hospital",2003,"occupancy_pct",45.7
"fleming county hospital",2003,"occupancy_pct",34.1
"fort logan hospital",2003,"occupancy_pct",37
"frankfort regional medical center",2003,"occupancy_pct",30.5
"garrard county memorial hospital",2003,"occupancy_pct",20.3
"georgetown community hospital",2003,"occupancy_pct",24
"greenview regional hospital",2003,"occupancy_pct",25.2
"hardin memorial hospital",2003,"occupancy_pct",56.5
"harlan arh hospital",2003,"occupancy_pct",39.7
"harrison memorial hospital",2003,"occupancy_pct",27.1
"hazard arh regional medical center",2003,"occupancy_pct",73.3
"highlands regional medical ctr",2003,"occupancy_pct",43.6
"jackson purchase medical center",2003,"occupancy_pct",44.9
"jane todd crawford memorial hosp",2003,"occupancy_pct",45.4
"jenkins community hospital",2003,"occupancy_pct",14
"jennie stuart medical center inc",2003,"occupancy_pct",41.5
"jewish hospital",2003,"occupancy_pct",86.4
"jewish hospital shelbyville",2003,"occupancy_pct",57.3
"kentucky correctional psychiatric ctr",2003,"occupancy_pct",67.9
"kentucky river medical ctr",2003,"occupancy_pct",66.7
"kindred hospital - louisville",2003,"occupancy_pct",24.6
"kings daughters medical ctr",2003,"occupancy_pct",69.6
"knox county hospital",2003,"occupancy_pct",46.9
"lake cumberland regional hospital",2003,"occupancy_pct",69.5
"lincoln trail behavioral health system",2003,"occupancy_pct",76.7
"livingston hosp and healthcare svcs inc",2003,"occupancy_pct",36.6
"logan memorial hospital",2003,"occupancy_pct",28.1
"lourdes hospital",2003,"occupancy_pct",37.7
"marcum and wallace memorial hosp",2003,"occupancy_pct",42.2
"marshall county hospital",2003,"occupancy_pct",21.2
"mary breckinridge hospital",2003,"occupancy_pct",67.2
"mary chiles hospital",2003,"occupancy_pct",22.5
"marymount hospital",2003,"occupancy_pct",66.9
"mcdowell arh hospital",2003,"occupancy_pct",25.3
"meadowview regional medical center",2003,"occupancy_pct",29.5
"memorial hospital inc",2003,"occupancy_pct",49
"methodist hospital",2003,"occupancy_pct",50.8
"methodist hospital union county",2003,"occupancy_pct",27.8
"middlesboro arh hospital",2003,"occupancy_pct",44.6
"monroe county medical center",2003,"occupancy_pct",55.6
"morgan county arh hospital",2003,"occupancy_pct",37.4
"muhlenberg community hospital",2003,"occupancy_pct",33.3
"murray calloway county hospital",2003,"occupancy_pct",51.4
"new horizons medical center",2003,"occupancy_pct",36.4
"nicholas county hospital",2003,"occupancy_pct",41.8
"northkey community care-intensive services",2003,"occupancy_pct",32.3
"norton audubon hospital",2003,"occupancy_pct",41.7
"norton hsp/kosair chdrn hsp/norton med pav",2003,"occupancy_pct",43.4
"norton southwest hospital",2003,"occupancy_pct",38.1
"norton suburban hospital",2003,"occupancy_pct",61.2
"ohio county hospital",2003,"occupancy_pct",21.9
"our lady of bellefonte hospital",2003,"occupancy_pct",48.7
"our lady of the way hospital",2003,"occupancy_pct",67.2
"owensboro mercy health system",2003,"occupancy_pct",42
"parkway regional hospital",2003,"occupancy_pct",31.3
"pattie a clay regional medical ctr.",2003,"occupancy_pct",39
"paul b hall regional medical center",2003,"occupancy_pct",57.6
"pikeville methodist hospital",2003,"occupancy_pct",50.8
"pineville community hospital",2003,"occupancy_pct",45
"regional medical ctr of hopkins co",2003,"occupancy_pct",43.6
"ridge behavioral health system",2003,"occupancy_pct",64
"rivendell behavioral health services",2003,"occupancy_pct",97.2
"river valley behavioral health",2003,"occupancy_pct",46.3
"rockcastle hospital",2003,"occupancy_pct",48.3
"russell county hospital",2003,"occupancy_pct",34.1
"saint joseph east",2003,"occupancy_pct",31.9
"saint joseph hospital",2003,"occupancy_pct",58.3
"samaritan hospital",2003,"occupancy_pct",21.9
"shriners hosp for children",2003,"occupancy_pct",31.5
"spring view hospital",2003,"occupancy_pct",28.3
"st claire medical center",2003,"occupancy_pct",44
"st elizabeth med ctr-grant co",2003,"occupancy_pct",31.1
"st elizabeth medical center north",2003,"occupancy_pct",16
"st elizabeth medical center south",2003,"occupancy_pct",65.8
"st luke hospital east",2003,"occupancy_pct",33.7
"st luke hospital west",2003,"occupancy_pct",60.4
"t j samson community hospital",2003,"occupancy_pct",47.2
"taylor county hospital",2003,"occupancy_pct",49.3
"ten broeck dupont",2003,"occupancy_pct",98.8
"ten broeck hospital",2003,"occupancy_pct",92.9
"the james b haggin memorial hospital",2003,"occupancy_pct",40.2
"the medical center at bowling green",2003,"occupancy_pct",56.7
"the medical center at franklin",2003,"occupancy_pct",62.8
"the medical center at scottsville",2003,"occupancy_pct",15
"three rivers medical center",2003,"occupancy_pct",53.8
"trigg county hospital inc",2003,"occupancy_pct",25.5
"twin lakes regional medical ctr",2003,"occupancy_pct",37.3
"university of ky hospital",2003,"occupancy_pct",64.2
"university of louisville hospital",2003,"occupancy_pct",63.1
"wayne county hospital inc",2003,"occupancy_pct",21.1
"western baptist hospital",2003,"occupancy_pct",52.5
"western state hospital",2003,"occupancy_pct",22.1
"westlake regional hospital",2003,"occupancy_pct",94.9
"whitesburg arh hospital",2003,"occupancy_pct",53.2
"williamson arh hospital",2003,"occupancy_pct",51
"baptist hospital east",2004,"occupancy_pct",82.2
"baptist hospital northeast",2004,"occupancy_pct",38.3
"baptist regional medical center",2004,"occupancy_pct",62.2
"berea hospital",2004,"occupancy_pct",45.1
"bourbon community hospital",2004,"occupancy_pct",29.5
"caritas medical center",2004,"occupancy_pct",43.1
"caritas peace center",2004,"occupancy_pct",47.5
"central baptist hospital",2004,"occupancy_pct",65.5
"central state hospital",2004,"occupancy_pct",53.5
"clark regional medical center",2004,"occupancy_pct",31.4
"clinton county  hospital inc",2004,"occupancy_pct",62.2
"crittenden county hospital",2004,"occupancy_pct",33.8
"eastern state hospital",2004,"occupancy_pct",38.4
"ephraim mcdowell reg medical ctr",2004,"occupancy_pct",61.6
"fhc cumberland hall",2004,"occupancy_pct",95.1
"flaget memorial hospital",2004,"occupancy_pct",49.5
"fleming county hospital",2004,"occupancy_pct",33.9
"frankfort regional medical center",2004,"occupancy_pct",28.8
"georgetown community hospital",2004,"occupancy_pct",24.7
"greenview regional hospital",2004,"occupancy_pct",25.9
"hardin memorial hospital",2004,"occupancy_pct",54
"harlan arh hospital",2004,"occupancy_pct",41.1
"harrison memorial hospital",2004,"occupancy_pct",28.5
"hazard arh regional medical center",2004,"occupancy_pct",63.7
"highlands regional medical center",2004,"occupancy_pct",40.9
"jackson purchase medical center",2004,"occupancy_pct",41.7
"jane todd crawford memorial hospital",2004,"occupancy_pct",44.4
"jenkins community hospital",2004,"occupancy_pct",12.3
"jennie stuart medical center inc",2004,"occupancy_pct",39.6
"jewish hospital",2004,"occupancy_pct",83.5
"jewish hospital shelbyville",2004,"occupancy_pct",52.7
"kentucky  river medical center",2004,"occupancy_pct",66.6
"kentucky correctional psychiatric ctr",2004,"occupancy_pct",64.6
"kindred hospital - louisville",2004,"occupancy_pct",18.2
"kings daughters medical center",2004,"occupancy_pct",71.2
"knox county hospital",2004,"occupancy_pct",37.2
"lake cumberland regional hospital",2004,"occupancy_pct",71.3
"lincoln trail behavioral health system",2004,"occupancy_pct",83.5
"logan memorial hospital",2004,"occupancy_pct",28.3
"lourdes hospital",2004,"occupancy_pct",37.7
"marshall county hospital",2004,"occupancy_pct",18.6
"mary  chiles hospital",2004,"occupancy_pct",28.1
"marymount hospital",2004,"occupancy_pct",72.4
"mcdowell arh hospital",2004,"occupancy_pct",23.3
"meadowview regional medical center",2004,"occupancy_pct",27.2
"memorial hospital inc",2004,"occupancy_pct",58.1
"methodist hospital",2004,"occupancy_pct",48.2
"middlesboro arh hospital",2004,"occupancy_pct",44.3
"monroe county medical center",2004,"occupancy_pct",53.4
